Regulator,Target,raw_importance,norm_importance,is_pdac_driver
FCGR1A,FGR,0.005493020638823509,0.0054930211044847965,False
CTSS,CD74,0.005492997821420431,0.005492997821420431,False
IGFBP5,PALM,0.005492775235325098,0.005492775235325098,False
CORO1A,TRAF3IP3,0.0054927063174545765,0.0054927063174545765,False
IGFBP6,AGR3,0.005492683500051498,0.005492683500051498,False
VTN,APOC3,0.0054925852455198765,0.0054925852455198765,False
SDS,RP5-839B4.8,0.005492547061294317,0.005492547061294317,False
SPINK1,RIPPLY1,0.00549251539632678,0.00549251539632678,False
PCOLCE,PTGDS,0.005492462310940027,0.005492462310940027,False
MFAP4,ZCCHC24,0.005492451135069132,0.005492451135069132,False
OR51E1,RP11-728F11.3,0.0054924264550209045,0.0054924264550209045,False
RP5-1115A15.1,LLNLR-246C6.1,0.005492392461746931,0.005492392461746931,False
CD83,C1QC,0.005492314230650663,0.005492314230650663,False
SPARCL1,RUNX1T1,0.005492164753377438,0.005492165219038725,False
S100A14,CEACAM6,0.0054921493865549564,0.0054921493865549564,False
IGFL2,LRRC15,0.00549213495105505,0.00549213495105505,False
GINS4,TK1,0.005492007359862328,0.005492007359862328,False
HAND2-AS1,C1QTNF7,0.005491976626217365,0.005491976626217365,False
SRGN,FAM26F,0.005491938907653093,0.005491938907653093,False
MIR155HG,KB-1507C5.4,0.005491884425282478,0.005491884425282478,False
PLAC8,TUBA1B,0.00549177173525095,0.00549177173525095,False
CD68,SLC16A10,0.005491726566106081,0.005491726566106081,False
COL1A2,IGFL2,0.005491698160767555,0.005491698160767555,False
MALAT1,CD74,0.005491680931299925,0.005491680931299925,False
RNASE6,HMOX1,0.0054915170185267925,0.0054915170185267925,False
RP11-973H7.4,EOMES,0.005491516087204218,0.005491516087204218,False
C12orf75,MDM2,0.005491466727107763,0.005491466727107763,False
RHOBTB3,TM4SF1,0.005491455551236868,0.005491455551236868,False
